Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date
531092,OMINFRAL,OM Infra Ltd,21 Mar 2012,Interim Dividend - Rs. - 0.1000,23 Mar 2012,-,-,16 Mar 2012,21 Mar 2012,-
530131,UDAICEMENT,UDAIPUR CEMENT WORKS LTD.,21 Mar 2012,Reduction of Capital ,23 Mar 2012,-,-,16 Mar 2012,21 Mar 2012,-
500830,COLPAL,COLGATE-PALMOLIVE (INDIA) LTD.,22 Mar 2012,Interim Dividend - Rs. - 8.0000,26 Mar 2012,-,-,19 Mar 2012,23 Mar 2012,-
532424,GODREJCP,GODREJ CONSUMER PRODUCTS LTD.,22 Mar 2012,General ,-,27 Mar 2012,27 Mar 2012,19 Mar 2012,26 Mar 2012,-
532234,NATIONALUM,NATIONAL ALUMINIUM CO.LTD.,22 Mar 2012,Interim Dividend - Rs. - 0.9000,26 Mar 2012,-,-,19 Mar 2012,23 Mar 2012,-
530841,SHRIBCL,Shri Bholanath Carpets Ltd,22 Mar 2012,Exchange of Share Ceritificate ,06 Apr 2012,-,-,22 Mar 2012,11 Apr 2012,-
531531,HATSUN,HATSUN AGRO PRODUCT LTD.,26 Mar 2012,Bonus issue 1:2,27 Mar 2012,-,-,19 Mar 2012,26 Mar 2012,-
500249,KSB,KSB Ltd,26 Mar 2012,Final Dividend - Rs. - 3.0000,-,28 Mar 2012,12 Apr 2012,20 Mar 2012,27 Mar 2012,-
530579,UYFINCORP,U. Y. Fincorp Ltd,26 Mar 2012,Interim Dividend - Rs. - 0.4000,27 Mar 2012,-,-,19 Mar 2012,26 Mar 2012,-
500260,RAMCOCEM,The Ramco Cements Limited,27 Mar 2012,Interim Dividend - Rs. - 2.0000,28 Mar 2012,-,-,20 Mar 2012,27 Mar 2012,-
532369,RAMCOIND,RAMCO INDUSTRIES LTD.,27 Mar 2012,Interim Dividend - Rs. - 0.9000,28 Mar 2012,-,-,20 Mar 2012,27 Mar 2012,-
531223,ANJANI,ANJANI SYNTHETICS LTD.-$,28 Mar 2012,Consolidation of Shares ,29 Mar 2012,-,-,21 Mar 2012,28 Mar 2012,-
500093,CGPOWER,CG Power and Industrial Solutions Ltd,29 Mar 2012,Interim Dividend - Rs. - 0.4000,31 Mar 2012,-,-,26 Mar 2012,28 Mar 2012,-
500660,GLAXO,GLAXOSMITHKLINE PHARMACEUTICALS LTD.,29 Mar 2012,Dividend - Rs. - 45.0000,-,02 Apr 2012,10 Apr 2012,26 Mar 2012,29 Mar 2012,-
533106,OIL,OIL INDIA LTD.,29 Mar 2012,Bonus issue 3:2,31 Mar 2012,-,-,26 Mar 2012,28 Mar 2012,-
532391,OPTOCIRCUI,OPTO CIRCUITS (INDIA) LTD.,29 Mar 2012,Bonus issue 3:10,31 Mar 2012,-,-,26 Mar 2012,28 Mar 2012,-
505790,SCHAEFFLER,Schaeffler India Ltd,29 Mar 2012,Dividend - Rs. - 5.0000,-,02 Apr 2012,06 Apr 2012,26 Mar 2012,29 Mar 2012,-
505790,SCHAEFFLER,Schaeffler India Ltd,29 Mar 2012,Special Dividend - Rs. - 5.0000,-,02 Apr 2012,06 Apr 2012,26 Mar 2012,29 Mar 2012,-
513517,STEELCAS,STEELCAST LTD.,29 Mar 2012,Interim Dividend - Rs. - 2.0000,31 Mar 2012,-,-,26 Mar 2012,28 Mar 2012,-
500870,CASTROLIND,CASTROL INDIA LTD.,30 Mar 2012,Final Dividend - Rs. - 8.0000,-,04 Apr 2012,16 Apr 2012,27 Mar 2012,03 Apr 2012,-
505513,SHRSHATEX,Shree Shaleen Textiles Limited,30 Mar 2012,Bonus issue 19:1,14 Apr 2012,-,-,30 Mar 2012,18 Apr 2012,-
531471,DUKEOFS,DUKE OFFSHORE LTD.,02 Apr 2012,Interim Dividend - Rs. - 0.2500,13 Apr 2012,-,-,02 Apr 2012,18 Apr 2012,-
517174,HONAUT,HONEYWELL AUTOMATION INDIA LTD.,03 Apr 2012,Dividend - Rs. - 10.0000,-,05 Apr 2012,12 Apr 2012,28 Mar 2012,03 Apr 2012,-
512070,UPL,UPL Limited,03 Apr 2012,Interim Dividend - Rs. - 2.0000,07 Apr 2012,-,-,28 Mar 2012,03 Apr 2012,-
500166,GOODRICKE,GOODRICKE GROUP LTD.,04 Apr 2012,Dividend - Rs. - 4.0000,-,10 Apr 2012,18 Apr 2012,29 Mar 2012,09 Apr 2012,-
500472,SKFINDIA,SKF India Ltd,04 Apr 2012,Dividend - Rs. - 7.5000,-,10 Apr 2012,17 Apr 2012,29 Mar 2012,09 Apr 2012,-
519105,AVTNPL,AVT NATURAL PRODUCTS LTD.,09 Apr 2012,Interim Dividend - Rs. - 5.0000,10 Apr 2012,-,-,29 Mar 2012,09 Apr 2012,-
500780,ZUARIIND,Zuari Industries Ltd,09 Apr 2012,Scheme of Arrangement ,10 Apr 2012,-,-,02 Apr 2012,09 Apr 2012,-
500123,ELANTAS,ELANTAS BECK INDIA LTD.-$,10 Apr 2012,Final Dividend - Rs. - 4.5000,-,12 Apr 2012,18 Apr 2012,03 Apr 2012,11 Apr 2012,-
500674,SANOFI,Sanofi India Ltd,10 Apr 2012,Final Dividend - Rs. - 29.0000,-,12 Apr 2012,03 May 2012,03 Apr 2012,11 Apr 2012,-
506390,CLNINDIA,CLARIANT CHEMICALS (INDIA) LTD.,12 Apr 2012,Final Dividend - Rs. - 30.0000,-,14 Apr 2012,26 Apr 2012,09 Apr 2012,12 Apr 2012,-
501455,GREAVESCOT,GREAVES COTTON LTD.,12 Apr 2012,Interim Dividend - Rs. - 0.8000,13 Apr 2012,-,-,04 Apr 2012,12 Apr 2012,-
506222,INEOSSTYRO,INEOS Styrolution India Ltd,12 Apr 2012,Dividend - Rs. - 4.0000,-,16 Apr 2012,20 Apr 2012,11 Apr 2012,13 Apr 2012,-
511431,VAKRANGEE,Vakrangee Limited-$,12 Apr 2012,Bonus issue 1:1,13 Apr 2012,-,-,04 Apr 2012,12 Apr 2012,-
511431,VAKRANGEE,Vakrangee Limited-$,12 Apr 2012,Stock  Split From Rs.10/- to Rs.1/-,13 Apr 2012,-,-,04 Apr 2012,12 Apr 2012,-
526612,BLUEDART,BLUE DART EXPRESS LTD.,13 Apr 2012,Dividend - Rs. - 2.0000,-,17 Apr 2012,24 Apr 2012,10 Apr 2012,16 Apr 2012,-
533166,SUNDARAM,SUNDARAM MULTI PAP LTD.,13 Apr 2012,Bonus issue 2:1,16 Apr 2012,-,-,09 Apr 2012,13 Apr 2012,-
500339,RAIN,Rain Industries Ltd,16 Apr 2012,Dividend - Rs. - 1.1000,-,18 Apr 2012,25 Apr 2012,11 Apr 2012,17 Apr 2012,-
533506,INVENTURE,INVENTURE GROWTH & SECURITIES LTD.,17 Apr 2012,Interim Dividend - Rs. - 1.0000,18 Apr 2012,-,-,11 Apr 2012,17 Apr 2012,-
520113,VESUVIUS,VESUVIUS INDIA LTD.,17 Apr 2012,Dividend - Rs. - 4.2500,-,19 Apr 2012,26 Apr 2012,12 Apr 2012,18 Apr 2012,-
501700,INDIANVSH,INDIANIVESH LTD.,18 Apr 2012,Stock  Split From Rs.10/- to Rs.1/-,19 Apr 2012,-,-,12 Apr 2012,18 Apr 2012,-
524622,ISTRNETWK,iStreet Network Limited,19 Apr 2012,Reduction of Capital ,20 Apr 2012,-,-,13 Apr 2012,19 Apr 2012,-
532735,RSYSTEMINT,R Systems International Limited,20 Apr 2012,Final Dividend - Rs. - 3.6000,-,24 Apr 2012,04 May 2012,17 Apr 2012,23 Apr 2012,-
532281,HCLTECH,HCL TECHNOLOGIES LTD.,23 Apr 2012,Interim Dividend - Rs. - 2.0000,24 Apr 2012,-,-,17 Apr 2012,23 Apr 2012,-
526801,PSL,PSL LTD.,23 Apr 2012,Interim Dividend - Rs. - 2.0000,24 Apr 2012,-,-,17 Apr 2012,23 Apr 2012,-
500092,CRISIL,CRISIL LTD.,24 Apr 2012,Interim Dividend - Rs. - 3.0000,25 Apr 2012,-,-,18 Apr 2012,24 Apr 2012,-
500092,CRISIL,CRISIL LTD.,24 Apr 2012,Special Dividend - Rs. - 3.0000,25 Apr 2012,-,-,18 Apr 2012,24 Apr 2012,-
509820,HUHTAMAKI,Huhtamaki India Ltd,24 Apr 2012,Dividend - Rs. - 2.4000,-,26 Apr 2012,04 May 2012,19 Apr 2012,25 Apr 2012,-
504959,STOVACQ,STOVEC INDUSTRIES LTD.,24 Apr 2012,Final Dividend - Rs. - 6.8500,-,26 Apr 2012,02 May 2012,19 Apr 2012,25 Apr 2012,-
509496,ITDCEM,ITD CEMENTATION INDIA LTD.,25 Apr 2012,Dividend - Rs. - 2.0000,-,27 Apr 2012,04 May 2012,20 Apr 2012,25 Apr 2012,-
534091,MCX,MULTI COMMODITY EXCHANGE OF INDIA LTD.,26 Apr 2012,Interim Dividend - Rs. - 18.0000,27 Apr 2012,-,-,20 Apr 2012,25 Apr 2012,-
520056,SUNCLAYLTD,SUNDARAM-CLAYTON LTD.,26 Apr 2012,Interim Dividend - Rs. - 5.7500,27 Apr 2012,-,-,20 Apr 2012,25 Apr 2012,-
506194,ASL,Arihant Superstructures Limited,30 Apr 2012,Right Issue of Equity Shares ,02 May 2012,-,-,24 Apr 2012,30 Apr 2012,-
500068,DISAQ,DISA INDIA LTD.,30 Apr 2012,Dividend - Rs. - 200.0000,-,03 May 2012,09 May 2012,26 Apr 2012,02 May 2012,-
500002,ABB,ABB India Limited,02 May 2012,Dividend - Rs. - 3.0000,-,04 May 2012,10 May 2012,26 Apr 2012,03 May 2012,-
507488,GMBREW,G.M.BREWERIES LTD.,02 May 2012,Dividend - Rs. - 2.5000,-,04 May 2012,10 May 2012,26 Apr 2012,03 May 2012,-
523754,MAHEPC,Mahindra EPC Irrigation Ltd,02 May 2012,Right Issue of Equity Shares ,03 May 2012,-,-,26 Apr 2012,02 May 2012,-
500179,HCL-INSYS,HCL INFOSYSTEMS LTD.,03 May 2012,Interim Dividend - Rs. - 1.0000,04 May 2012,-,-,26 Apr 2012,03 May 2012,-
502180,SHREDIGCEM,SHREE DIGVIJAY CEMENT CO.LTD.-$,03 May 2012,General ,-,07 May 2012,15 May 2012,27 Apr 2012,04 May 2012,-
530579,UYFINCORP,U. Y. Fincorp Ltd,03 May 2012,Stock  Split From Rs.10/- to Rs.5/-,04 May 2012,-,-,26 Apr 2012,03 May 2012,-
500488,ABBOTINDIA,ABBOTT INDIA LTD.,04 May 2012,Final Dividend - Rs. - 17.0000,-,08 May 2012,14 May 2012,30 Apr 2012,07 May 2012,-
500150,FOSECOIND,FOSECO INDIA LTD.,04 May 2012,Interim Dividend - Rs. - 1.0000,07 May 2012,-,-,27 Apr 2012,04 May 2012,-
523457,LINDEINDIA,Linde India Limited,04 May 2012,Dividend - Rs. - 1.5000,-,08 May 2012,17 May 2012,30 Apr 2012,07 May 2012,-
509762,MAPROIN,MAPRO INDUSTRIES LTD.,07 May 2012,Scheme of Arrangement ,19 May 2012,-,-,07 May 2012,23 May 2012,-
532658,EON,EON ELECTRIC LTD.,08 May 2012,Scheme of Arrangement ,09 May 2012,-,-,02 May 2012,08 May 2012,-
531642,MARICO,MARICO LTD.,08 May 2012,Interim Dividend - Rs. - 0.4000,09 May 2012,-,-,02 May 2012,08 May 2012,-
534076,RHIM,Rhi Magnesita India Ltd,08 May 2012,Interim Dividend - Rs. - 1.0000,09 May 2012,-,-,02 May 2012,08 May 2012,-
532424,GODREJCP,GODREJ CONSUMER PRODUCTS LTD.,09 May 2012,Interim Dividend - Rs. - 1.7500,10 May 2012,-,-,03 May 2012,09 May 2012,-
500168,GOODYEAR,GOODYEAR INDIA LTD.,10 May 2012,Dividend - Rs. - 7.0000,-,14 May 2012,25 May 2012,07 May 2012,11 May 2012,-
507813,NOL,NATIONAL OXYGEN LTD.,10 May 2012,Interim Dividend - Rs. - 1.0000,12 May 2012,-,-,07 May 2012,10 May 2012,-
500530,BOSCHLTD,BOSCH LTD.,11 May 2012,Dividend - Rs. - 50.0000,-,15 May 2012,28 May 2012,08 May 2012,14 May 2012,-
513703,KUMARWI,KUMAR WIRE CLOTH MANUFACTURING COMPANY LTD.,11 May 2012,Reduction of Capital ,25 May 2012,-,-,11 May 2012,30 May 2012,-
500043,BATAINDIA,BATA INDIA LTD.,14 May 2012,Dividend - Rs. - 5.0000,-,16 May 2012,30 May 2012,09 May 2012,15 May 2012,-
500043,BATAINDIA,BATA INDIA LTD.,14 May 2012,Special Dividend - Rs. - 1.0000,-,16 May 2012,30 May 2012,09 May 2012,15 May 2012,-
532531,STAR,Strides Pharma Science Ltd,14 May 2012,Dividend - Rs. - 2.0000,-,16 May 2012,25 May 2012,09 May 2012,15 May 2012,-
505036,ACGL,AUTOMOBILE CORPORATION OF GOA LTD.-$,15 May 2012,Final Dividend - Rs. - 12.5000,-,17 May 2012,24 May 2012,10 May 2012,16 May 2012,-
533151,DBCORP,D B Corp Ltd,15 May 2012,Interim Dividend - Rs. - 1.7500,16 May 2012,-,-,09 May 2012,15 May 2012,-
500330,RAYMOND,RAYMOND LTD.,16 May 2012,Dividend - Rs. - 2.5000,-,18 May 2012,06 Jun 2012,11 May 2012,17 May 2012,-
532807,CINELINE,Cineline India Limited,17 May 2012,Scheme of Arrangement ,18 May 2012,-,-,11 May 2012,17 May 2012,-
500089,DICIND,DIC INDIA LTD.,17 May 2012,Dividend - Rs. - 4.0000,-,20 May 2012,29 May 2012,14 May 2012,17 May 2012,-
532612,INDOCO,INDOCO REMEDIES LTD.,17 May 2012,Bonus issue 1:2,19 May 2012,-,-,14 May 2012,17 May 2012,-
532612,INDOCO,INDOCO REMEDIES LTD.,17 May 2012,Stock  Split From Rs.10/- to Rs.2/-,19 May 2012,-,-,14 May 2012,17 May 2012,-
532636,IIFL,IIFL Finance Ltd,18 May 2012,Interim Dividend - Rs. - 1.5000,21 May 2012,-,-,14 May 2012,18 May 2012,-
532889,KPRMILL,K.P.R. Mill Limited,18 May 2012,Interim Dividend - Rs. - 3.0000,21 May 2012,-,-,14 May 2012,18 May 2012,-
512591,PULSRIN,PULSAR INTERNATIONAL LTD.,18 May 2012,General ,-,01 Jun 2012,01 Jun 2012,18 May 2012,06 Jun 2012,-
500387,SHREECEM,SHREE CEMENT LTD.,18 May 2012,Interim Dividend - Rs. - 6.0000,21 May 2012,-,-,14 May 2012,18 May 2012,-
533506,INVENTURE,INVENTURE GROWTH & SECURITIES LTD.,22 May 2012,Bonus issue 3:1,23 May 2012,-,-,16 May 2012,22 May 2012,-
521248,KITEX,KITEX GARMENTS LTD.,22 May 2012,Dividend - Rs. - 0.6000,-,24 May 2012,30 May 2012,17 May 2012,23 May 2012,-
507912,LKPFIN,LKP Finance Limited,22 May 2012,Dividend - Rs. - 2.0000,-,24 May 2012,29 May 2012,21 May 2012,23 May 2012,-
522152,SOLIMAC,SOLITAIRE MACHINE TOOLS LTD.,22 May 2012,Dividend - Rs. - 1.5000,-,24 May 2012,31 May 2012,17 May 2012,23 May 2012,-
523269,ADVANIHOTR,ADVANI HOTELS & RESORTS (INDIA) LTD.,24 May 2012,Interim Dividend - Rs. - 0.2400,25 May 2012,-,-,18 May 2012,24 May 2012,-
500209,INFY,INFOSYS LTD.,24 May 2012,Final Dividend - Rs. - 22.0000,-,26 May 2012,09 Jun 2012,21 May 2012,24 May 2012,-
500209,INFY,INFOSYS LTD.,24 May 2012,Special Dividend - Rs. - 10.0000,-,26 May 2012,09 Jun 2012,21 May 2012,24 May 2012,-
505890,KENNAMET,KENNAMETAL INDIA LTD.-$,24 May 2012,Interim Dividend - Rs. - 25.0000,25 May 2012,-,-,18 May 2012,24 May 2012,-
500313,OILCOUNTUB,OIL COUNTRY TUBULAR LTD.,24 May 2012,Dividend - Rs. - 2.0000,-,28 May 2012,31 May 2012,21 May 2012,25 May 2012,-
500112,SBIN,STATE BANK OF INDIA,24 May 2012,Dividend - Rs. - 35.0000,-,26 May 2012,31 May 2012,21 May 2012,24 May 2012,-
533282,GRAVITA,GRAVITA INDIA LTD.,25 May 2012,Stock  Split From Rs.10/- to Rs.2/-,28 May 2012,-,-,21 May 2012,25 May 2012,-
500780,ZUARIIND,Zuari Industries Ltd,25 May 2012,Dividend - Rs. - 2.0000,-,29 May 2012,05 Jun 2012,22 May 2012,28 May 2012,-
523445,RIIL,RELIANCE INDUSTRIAL INFRASTRUCTURE LTD.,28 May 2012,Dividend - Rs. - 3.5000,-,30 May 2012,05 Jun 2012,23 May 2012,29 May 2012,-
522241,MMFL,M.M.FORGINGS LTD.-$,30 May 2012,Interim Dividend - Rs. - 3.0000,31 May 2012,-,-,24 May 2012,30 May 2012,-
532893,VTMLTD,VTM LTD.,30 May 2012,Dividend - Rs. - 4.0000,-,01 Jun 2012,11 Jun 2012,25 May 2012,31 May 2012,-
532174,ICICIBANK,ICICI BANK LTD.,31 May 2012,Dividend - Rs. - 16.5000,-,02 Jun 2012,25 Jun 2012,28 May 2012,31 May 2012,-
500325,RELIANCE,RELIANCE INDUSTRIES LTD.,31 May 2012,Dividend - Rs. - 8.5000,-,02 Jun 2012,07 Jun 2012,28 May 2012,31 May 2012,-
521194,SILINV,SIL INVESTMENTS LTD.,31 May 2012,Dividend - Rs. - 1.2500,-,04 Jun 2012,11 Jun 2012,28 May 2012,01 Jun 2012,-
532782,SUTLEJTEX,SUTLEJ TEXTILES & INDUSTRIES LTD.,31 May 2012,Dividend - Rs. - 5.0000,-,04 Jun 2012,11 Jun 2012,31 May 2012,01 Jun 2012,-
532735,RSYSTEMINT,R Systems International Limited,01 Jun 2012,Special Dividend - Rs. - 16.0000,04 Jun 2012,-,-,28 May 2012,01 Jun 2012,-
531570, BLAZONMRB,BLAZON MARBLES LIMITED,04 Jun 2012,Stock  Split From Rs.10/- to Rs.2/-,05 Jun 2012,-,-,29 May 2012,04 Jun 2012,-
532343,TVSMOTOR,TVS MOTOR COMPANY LTD.,04 Jun 2012,Interim Dividend - Rs. - 0.7000,05 Jun 2012,-,-,29 May 2012,04 Jun 2012,-
532827,PAGEIND,PAGE INDUSTRIES LTD.,05 Jun 2012,Interim Dividend - Rs. - 10.0000,06 Jun 2012,-,-,30 May 2012,05 Jun 2012,-
590065,IMPAL,INDIA MOTOR PARTS & ACCESSORIES LTD.,06 Jun 2012,Interim Dividend - Rs. - 19.0000,07 Jun 2012,-,-,31 May 2012,06 Jun 2012,-
500413,THOMASCOOK,THOMAS COOK (INDIA) LTD.,06 Jun 2012,Dividend - Rs. - 0.3700,-,08 Jun 2012,15 Jun 2012,01 Jun 2012,07 Jun 2012,-
503675,WAGEND,Wagend Infra Venture Limited,06 Jun 2012,Stock  Split From Rs.10/- to Rs.2/-,07 Jun 2012,-,-,31 May 2012,06 Jun 2012,-
500710,AKZOINDIA,Akzo Nobel India Limited,07 Jun 2012,Buy Back of Shares ,08 Jun 2012,-,-,06 Jun 2012,07 Jun 2012,-
500820,ASIANPAINT,ASIAN PAINTS LTD.,07 Jun 2012,Final Dividend - Rs. - 30.5000,-,09 Jun 2012,25 Jun 2012,04 Jun 2012,07 Jun 2012,-
519105,AVTNPL,AVT NATURAL PRODUCTS LTD.,07 Jun 2012,Stock  Split From Rs.10/- to Rs.1/-,08 Jun 2012,-,-,01 Jun 2012,07 Jun 2012,-
523186,BAPACK,B&A Packaging India Limited,07 Jun 2012,Final Dividend - Rs. - 0.3000,-,19 Jun 2012,28 Jun 2012,07 Jun 2012,22 Jun 2012,-
506879,GUJTHEM,GUJARAT THEMIS BIOSYN LTD.,07 Jun 2012,Reduction of Capital ,08 Jun 2012,-,-,01 Jun 2012,07 Jun 2012,-
512604,HARIAEXPO,HARIA EXPORTS LTD.-$,07 Jun 2012,Scheme of Arrangement ,08 Jun 2012,-,-,01 Jun 2012,07 Jun 2012,-
532504,NAVINFLUOR,Navin Fluorine International Limited-$,07 Jun 2012,Final Dividend - Rs. - 6.5000,-,11 Jun 2012,15 Jun 2012,04 Jun 2012,08 Jun 2012,-
532504,NAVINFLUOR,Navin Fluorine International Limited-$,07 Jun 2012,Special Dividend - Rs. - 60.0000,-,11 Jun 2012,15 Jun 2012,04 Jun 2012,08 Jun 2012,-
500403,SUNDRMFAST,SUNDRAM FASTENERS LTD.,07 Jun 2012,Interim Dividend - Rs. - 0.8000,08 Jun 2012,-,-,01 Jun 2012,07 Jun 2012,-
532540,TCS,TATA CONSULTANCY SERVICES LTD.,07 Jun 2012,Final Dividend - Rs. - 8.0000,-,09 Jun 2012,15 Jun 2012,04 Jun 2012,07 Jun 2012,-
532540,TCS,TATA CONSULTANCY SERVICES LTD.,07 Jun 2012,Special Dividend - Rs. - 8.0000,-,09 Jun 2012,15 Jun 2012,04 Jun 2012,07 Jun 2012,-
505750,JOSTS,JOST'S ENGINEERING CO.LTD.,08 Jun 2012,Dividend - Rs. - 25.0000,-,12 Jun 2012,14 Jun 2012,05 Jun 2012,11 Jun 2012,-
500165,KANSAINER,KANSAI NEROLAC PAINTS LTD.,08 Jun 2012,Dividend - Rs. - 11.0000,-,12 Jun 2012,18 Jun 2012,05 Jun 2012,11 Jun 2012,-
500295,VEDL,Vedanta Limited,08 Jun 2012,Final Dividend - Rs. - 2.0000,-,12 Jun 2012,14 Jun 2012,05 Jun 2012,11 Jun 2012,-
505714,GABRIEL,GABRIEL INDIA LTD.-$,11 Jun 2012,Interim Dividend - Rs. - 0.6000,12 Jun 2012,-,-,05 Jun 2012,11 Jun 2012,-
532240,INDNIPPON,INDIA NIPPON ELECTRICALS LTD.,11 Jun 2012,Interim Dividend - Rs. - 5.0000,12 Jun 2012,-,-,05 Jun 2012,11 Jun 2012,-
500875,ITC,ITC LTD.,11 Jun 2012,Dividend - Rs. - 4.5000,-,13 Jun 2012,18 Jun 2012,06 Jun 2012,12 Jun 2012,-
500355,RALLIS,RALLIS INDIA LTD.,11 Jun 2012,Final Dividend - Rs. - 1.2000,-,13 Jun 2012,27 Jun 2012,06 Jun 2012,12 Jun 2012,-
500420,TORNTPHARM,TORRENT PHARMACEUTICALS LTD.,11 Jun 2012,Final Dividend - Rs. - 2.5000,-,13 Jun 2012,15 Jun 2012,06 Jun 2012,12 Jun 2012,-
500207,INDORAMA,INDO RAMA SYNTHETICS (INDIA) LTD.,12 Jun 2012,Dividend - Rs. - 1.0000,-,14 Jun 2012,21 Jun 2012,07 Jun 2012,13 Jun 2012,-
509069,INFOMEDIA,INFOMEDIA PRESS LTD.,12 Jun 2012,Scheme of Arrangement ,13 Jun 2012,-,-,06 Jun 2012,12 Jun 2012,-
531720,ALPGRAPH,ALPHA GRAPHIC INDIA LTD.,13 Jun 2012,Stock  Split From Rs.10/- to Rs.5/-,14 Jun 2012,-,-,07 Jun 2012,13 Jun 2012,-
532406,AVANTEL,AVANTEL LTD.,13 Jun 2012,Dividend - Rs. - 2.0000,-,15 Jun 2012,21 Jun 2012,08 Jun 2012,14 Jun 2012,-
500335,BIRLACORPN,BIRLA CORPORATION LTD.,13 Jun 2012,Final Dividend - Rs. - 3.5000,-,15 Jun 2012,28 Jun 2012,08 Jun 2012,14 Jun 2012,-
517477,ELNET,ELNET TECHNOLOGIES LTD.-$,13 Jun 2012,Dividend - Rs. - 1.2000,-,15 Jun 2012,22 Jun 2012,08 Jun 2012,14 Jun 2012,-
532215,AXISBANK,AXIS BANK LTD.,14 Jun 2012,Dividend - Rs. - 16.0000,-,16 Jun 2012,22 Jun 2012,11 Jun 2012,14 Jun 2012,-
532134,BANKBARODA,BANK OF BARODA,14 Jun 2012,Dividend - Rs. - 17.0000,-,16 Jun 2012,28 Jun 2012,11 Jun 2012,14 Jun 2012,-
532483,CANBK,CANARA BANK,14 Jun 2012,Dividend - Rs. - 11.0000,-,16 Jun 2012,28 Jun 2012,11 Jun 2012,14 Jun 2012,-
513579,FFPL,FOUNDRY FUEL PRODUCTS LTD.,14 Jun 2012,Consolidation of Shares ,15 Jun 2012,-,-,11 Jun 2012,14 Jun 2012,-
513579,FFPL,FOUNDRY FUEL PRODUCTS LTD.,14 Jun 2012,Reduction of Capital ,15 Jun 2012,-,-,11 Jun 2012,14 Jun 2012,-
533148,JSWENERGY,JSW Energy Ltd,14 Jun 2012,Dividend - Rs. - 0.5000,-,16 Jun 2012,29 Jun 2012,11 Jun 2012,14 Jun 2012,-
532525,MAHABANK,BANK OF MAHARASHTRA,14 Jun 2012,Dividend - Rs. - 2.2000,-,16 Jun 2012,25 Jun 2012,11 Jun 2012,14 Jun 2012,-
521030,NAKODA,Nakoda Limited-$,14 Jun 2012,Final Dividend - Rs. - 0.2500,-,18 Jun 2012,23 Jun 2012,11 Jun 2012,15 Jun 2012,-
532461,PNB,PUNJAB NATIONAL BANK,14 Jun 2012,Dividend - Rs. - 22.0000,-,16 Jun 2012,26 Jun 2012,11 Jun 2012,14 Jun 2012,-
533295,PSB,PUNJAB & SIND BANK,14 Jun 2012,Dividend - Rs. - 2.0000,-,16 Jun 2012,23 Jun 2012,11 Jun 2012,14 Jun 2012,-
533017,RMMIL,RESURGERE MINES & MINERALS INDIA LTD.,14 Jun 2012,Consolidation of Shares ,15 Jun 2012,-,-,08 Jun 2012,14 Jun 2012,-
532779,TORNTPOWER,TORRENT POWER LTD.,14 Jun 2012,Final Dividend - Rs. - 3.5000,-,18 Jun 2012,20 Jun 2012,11 Jun 2012,15 Jun 2012,-
511389,VIDEOIND,VIDEOCON INDUSTRIES LTD.,14 Jun 2012,Dividend - Rs. - 0.5000,-,16 Jun 2012,29 Jun 2012,11 Jun 2012,14 Jun 2012,-
500280,CENTENKA,CENTURY ENKA LTD.,15 Jun 2012,Dividend - Rs. - 5.0000,-,19 Jun 2012,28 Jun 2012,12 Jun 2012,18 Jun 2012,-
530959,DIANATEA,DIANA TEA CO.LTD.,15 Jun 2012,Dividend - Rs. - 0.5000,-,19 Jun 2012,23 Jun 2012,12 Jun 2012,18 Jun 2012,-
506076,GRINDWELL,GRINDWELL NORTON LTD.-$,15 Jun 2012,Dividend - Rs. - 6.5000,-,19 Jun 2012,22 Jun 2012,12 Jun 2012,18 Jun 2012,-
500338,PRSMJOHNSN,Prism Johnson Ltd,15 Jun 2012,Final Dividend - Rs. - 0.5000,-,19 Jun 2012,26 Jun 2012,12 Jun 2012,18 Jun 2012,-
505192,SMLISUZU,SML ISUZU LIMITED,15 Jun 2012,Dividend - Rs. - 8.0000,-,19 Jun 2012,28 Jun 2012,12 Jun 2012,18 Jun 2012,-
532505,UCOBANK,UCO BANK,15 Jun 2012,Dividend - Rs. - 3.0000,-,19 Jun 2012,26 Jun 2012,12 Jun 2012,18 Jun 2012,-
526957,UDL,Uniply Decor Ltd,15 Jun 2012,Dividend - Rs. - 0.3000,-,19 Jun 2012,27 Jun 2012,12 Jun 2012,18 Jun 2012,-
509966,VSTIND,VST INDUSTRIES LTD.,15 Jun 2012,Final Dividend - Rs. - 65.0000,-,19 Jun 2012,26 Jun 2012,12 Jun 2012,18 Jun 2012,-
526433,ASMTEC,ASM TECHNOLOGIES LTD.,18 Jun 2012,Dividend - Rs. - 2.5000,-,20 Jun 2012,27 Jun 2012,13 Jun 2012,19 Jun 2012,-
526067,KCCLPLASTC,KCCL PLASTIC LTD.,18 Jun 2012,Stock  Split From Rs.10/- to Rs.2/-,19 Jun 2012,-,-,12 Jun 2012,18 Jun 2012,-
513517,STEELCAS,STEELCAST LTD.,18 Jun 2012,Final Dividend - Rs. - 4.0000,-,20 Jun 2012,21 Jun 2012,13 Jun 2012,19 Jun 2012,-
531621,CENTERAC,CENTERAC TECHNOLOGIES LTD.,20 Jun 2012,Reduction of Capital ,21 Jun 2012,-,-,14 Jun 2012,20 Jun 2012,-
